path,class_name
project_results\raw_dataset\Maine Coon\mainecoon_466.jpg,Maine Coon
project_results\raw_dataset\Siamese\siamese_420.jpg,Siamese
project_results\raw_dataset\Himalayan\himalayan_80.jpg,Himalayan
project_results\raw_dataset\Himalayan\himalayan_126.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_65.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_266.jpg,Scottish Fold
project_results\raw_dataset\Russian Blue\russianblue_367.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_326.jpg,Exotic Shorthair
project_results\raw_dataset\Himalayan\himalayan_116.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_499.jpg,Egyptian Mau
project_results\raw_dataset\Russian Blue\russianblue_322.jpg,Russian Blue
project_results\raw_dataset\Scottish Fold\scottish_440.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_239.jpg,Exotic Shorthair
project_results\raw_dataset\Maine Coon\mainecoon_367.jpg,Maine Coon
project_results\raw_dataset\Egyptian Mau\egyptian_455.jpg,Egyptian Mau
project_results\raw_dataset\Sphynx\sphynx_143.jpg,Sphynx
project_results\raw_dataset\Siamese\siamese_39.jpg,Siamese
project_results\raw_dataset\Egyptian Mau\egyptian_188.jpg,Egyptian Mau
project_results\raw_dataset\Russian Blue\russianblue_252.jpg,Russian Blue
project_results\raw_dataset\Bombay\bombay_204.jpg,Bombay
project_results\raw_dataset\Maine Coon\mainecoon_363.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_322.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_484.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_82.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_359.jpg,Bombay
project_results\raw_dataset\Russian Blue\russianblue_5.jpg,Russian Blue
project_results\raw_dataset\Bombay\bombay_63.jpg,Bombay
project_results\raw_dataset\Scottish Fold\scottish_299.jpg,Scottish Fold
project_results\raw_dataset\Sphynx\sphynx_268.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_74.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_199.jpg,Exotic Shorthair
project_results\raw_dataset\Himalayan\himalayan_400.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_68.jpg,Sphynx
project_results\raw_dataset\Russian Blue\russianblue_318.jpg,Russian Blue
project_results\raw_dataset\Siamese\siamese_225.jpg,Siamese
project_results\raw_dataset\Himalayan\himalayan_471.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_203.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_217.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_248.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_102.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_103.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_216.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_307.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_60.jpg,Himalayan
project_results\raw_dataset\Scottish Fold\scottish_269.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_415.jpg,Himalayan
project_results\raw_dataset\Himalayan\himalayan_164.jpg,Himalayan
project_results\raw_dataset\Himalayan\himalayan_313.jpg,Himalayan
project_results\raw_dataset\Bombay\bombay_493.jpg,Bombay
project_results\raw_dataset\Abyssinian\abys_352.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_287.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_163.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_166.jpg,Abyssinian
project_results\raw_dataset\Siamese\siamese_248.jpg,Siamese
project_results\raw_dataset\Bombay\bombay_70.jpg,Bombay
project_results\raw_dataset\Egyptian Mau\egyptian_184.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_156.jpg,Scottish Fold
project_results\raw_dataset\Sphynx\sphynx_44.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_70.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_460.jpg,Bombay
project_results\raw_dataset\Egyptian Mau\egyptian_194.jpg,Egyptian Mau
project_results\raw_dataset\Maine Coon\mainecoon_321.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_410.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_496.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_402.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_249.jpg,Siamese
project_results\raw_dataset\Abyssinian\abys_391.jpg,Abyssinian
project_results\raw_dataset\Russian Blue\russianblue_335.jpg,Russian Blue
project_results\raw_dataset\Siamese\siamese_208.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_13.jpg,Russian Blue
project_results\raw_dataset\Maine Coon\mainecoon_33.jpg,Maine Coon
project_results\raw_dataset\Egyptian Mau\egyptian_288.jpg,Egyptian Mau
project_results\raw_dataset\Exotic Shorthair\exotic_357.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_284.jpg,Egyptian Mau
project_results\raw_dataset\Russian Blue\russianblue_188.jpg,Russian Blue
project_results\raw_dataset\Sphynx\sphynx_445.jpg,Sphynx
project_results\raw_dataset\Siamese\siamese_74.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_138.jpg,Russian Blue
project_results\raw_dataset\Bombay\bombay_448.jpg,Bombay
project_results\raw_dataset\Russian Blue\russianblue_478.jpg,Russian Blue
project_results\raw_dataset\Russian Blue\russianblue_271.jpg,Russian Blue
project_results\raw_dataset\Siamese\siamese_151.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_362.jpg,Sphynx
project_results\raw_dataset\Egyptian Mau\egyptian_229.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_177.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_442.jpg,Himalayan
project_results\raw_dataset\Scottish Fold\scottish_271.jpg,Scottish Fold
project_results\raw_dataset\Sphynx\sphynx_389.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_205.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_96.jpg,Himalayan
project_results\raw_dataset\Siamese\siamese_435.jpg,Siamese
project_results\raw_dataset\Scottish Fold\scottish_334.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_486.jpg,Exotic Shorthair
project_results\raw_dataset\Siamese\siamese_183.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_280.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_229.jpg,Maine Coon
project_results\raw_dataset\Egyptian Mau\egyptian_245.jpg,Egyptian Mau
project_results\raw_dataset\Bombay\bombay_494.jpg,Bombay
project_results\raw_dataset\Scottish Fold\scottish_166.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_474.jpg,Scottish Fold
project_results\raw_dataset\Russian Blue\russianblue_372.jpg,Russian Blue
project_results\raw_dataset\Siamese\siamese_256.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_11.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_152.jpg,Maine Coon
project_results\raw_dataset\Egyptian Mau\egyptian_196.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_257.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_270.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_491.jpg,Bombay
project_results\raw_dataset\Abyssinian\abys_466.jpg,Abyssinian
project_results\raw_dataset\Sphynx\sphynx_49.jpg,Sphynx
project_results\raw_dataset\Russian Blue\russianblue_87.jpg,Russian Blue
project_results\raw_dataset\Maine Coon\mainecoon_74.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_20.jpg,Exotic Shorthair
project_results\raw_dataset\Sphynx\sphynx_204.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_172.jpg,Himalayan
project_results\raw_dataset\Scottish Fold\scottish_265.jpg,Scottish Fold
project_results\raw_dataset\Sphynx\sphynx_386.jpg,Sphynx
project_results\raw_dataset\Exotic Shorthair\exotic_200.jpg,Exotic Shorthair
project_results\raw_dataset\Sphynx\sphynx_417.jpg,Sphynx
project_results\raw_dataset\Maine Coon\mainecoon_423.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_188.jpg,Scottish Fold
project_results\raw_dataset\Sphynx\sphynx_398.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_209.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_73.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_294.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_202.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_273.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_390.jpg,Maine Coon
project_results\raw_dataset\Egyptian Mau\egyptian_211.jpg,Egyptian Mau
project_results\raw_dataset\Sphynx\sphynx_283.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_399.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_136.jpg,Abyssinian
project_results\raw_dataset\Abyssinian\abys_186.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_277.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_260.jpg,Exotic Shorthair
project_results\raw_dataset\Exotic Shorthair\exotic_98.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_327.jpg,Egyptian Mau
project_results\raw_dataset\Russian Blue\russianblue_35.jpg,Russian Blue
project_results\raw_dataset\Egyptian Mau\egyptian_148.jpg,Egyptian Mau
project_results\raw_dataset\Sphynx\sphynx_394.jpg,Sphynx
project_results\raw_dataset\Russian Blue\russianblue_276.jpg,Russian Blue
project_results\raw_dataset\Scottish Fold\scottish_281.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_251.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_364.jpg,Bombay
project_results\raw_dataset\Maine Coon\mainecoon_352.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_355.jpg,Scottish Fold
project_results\raw_dataset\Russian Blue\russianblue_378.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_133.jpg,Abyssinian
project_results\raw_dataset\Sphynx\sphynx_164.jpg,Sphynx
project_results\raw_dataset\Maine Coon\mainecoon_472.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_234.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_183.jpg,Scottish Fold
project_results\raw_dataset\Egyptian Mau\egyptian_466.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_206.jpg,Scottish Fold
project_results\raw_dataset\Russian Blue\russianblue_494.jpg,Russian Blue
project_results\raw_dataset\Scottish Fold\scottish_136.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_128.jpg,Siamese
project_results\raw_dataset\Bombay\bombay_451.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_370.jpg,Siamese
project_results\raw_dataset\Bombay\bombay_150.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_142.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_174.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_367.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_230.jpg,Abyssinian
project_results\raw_dataset\Scottish Fold\scottish_204.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_206.jpg,Siamese
project_results\raw_dataset\Exotic Shorthair\exotic_58.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_186.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_190.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_60.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_318.jpg,Egyptian Mau
project_results\raw_dataset\Himalayan\himalayan_479.jpg,Himalayan
project_results\raw_dataset\Bombay\bombay_404.jpg,Bombay
project_results\raw_dataset\Russian Blue\russianblue_131.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_12.jpg,Abyssinian
project_results\raw_dataset\Bombay\bombay_71.jpg,Bombay
project_results\raw_dataset\Maine Coon\mainecoon_377.jpg,Maine Coon
project_results\raw_dataset\Siamese\siamese_22.jpg,Siamese
project_results\raw_dataset\Bombay\bombay_449.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_166.jpg,Exotic Shorthair
project_results\raw_dataset\Scottish Fold\scottish_59.jpg,Scottish Fold
project_results\raw_dataset\Egyptian Mau\egyptian_169.jpg,Egyptian Mau
project_results\raw_dataset\Maine Coon\mainecoon_357.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_465.jpg,Sphynx
project_results\raw_dataset\Russian Blue\russianblue_225.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_439.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_317.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_379.jpg,Egyptian Mau
project_results\raw_dataset\Russian Blue\russianblue_461.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_345.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_424.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_161.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_473.jpg,Exotic Shorthair
project_results\raw_dataset\Abyssinian\abys_456.jpg,Abyssinian
project_results\raw_dataset\Russian Blue\russianblue_279.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_138.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_108.jpg,Sphynx
project_results\raw_dataset\Exotic Shorthair\exotic_296.jpg,Exotic Shorthair
project_results\raw_dataset\Exotic Shorthair\exotic_26.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_210.jpg,Bombay
project_results\raw_dataset\Maine Coon\mainecoon_268.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_48.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_302.jpg,Himalayan
project_results\raw_dataset\Siamese\siamese_169.jpg,Siamese
project_results\raw_dataset\Bombay\bombay_272.jpg,Bombay
project_results\raw_dataset\Russian Blue\russianblue_280.jpg,Russian Blue
project_results\raw_dataset\Scottish Fold\scottish_144.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_348.jpg,Exotic Shorthair
project_results\raw_dataset\Exotic Shorthair\exotic_430.jpg,Exotic Shorthair
project_results\raw_dataset\Himalayan\himalayan_350.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_147.jpg,Maine Coon
project_results\raw_dataset\Russian Blue\russianblue_172.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_261.jpg,Abyssinian
project_results\raw_dataset\Abyssinian\abys_71.jpg,Abyssinian
project_results\raw_dataset\Exotic Shorthair\exotic_136.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_374.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_425.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_314.jpg,Russian Blue
project_results\raw_dataset\Siamese\siamese_456.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_406.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_89.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_227.jpg,Himalayan
project_results\raw_dataset\Russian Blue\russianblue_204.jpg,Russian Blue
project_results\raw_dataset\Bombay\bombay_457.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_29.jpg,Himalayan
project_results\raw_dataset\Abyssinian\abys_463.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_406.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_422.jpg,Abyssinian
project_results\raw_dataset\Exotic Shorthair\exotic_55.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_437.jpg,Egyptian Mau
project_results\raw_dataset\Bombay\bombay_201.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_123.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_155.jpg,Egyptian Mau
project_results\raw_dataset\Maine Coon\mainecoon_145.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_48.jpg,Maine Coon
project_results\raw_dataset\Abyssinian\abys_295.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_417.jpg,Maine Coon
project_results\raw_dataset\Bombay\bombay_212.jpg,Bombay
project_results\raw_dataset\Egyptian Mau\egyptian_54.jpg,Egyptian Mau
project_results\raw_dataset\Exotic Shorthair\exotic_365.jpg,Exotic Shorthair
project_results\raw_dataset\Scottish Fold\scottish_219.jpg,Scottish Fold
project_results\raw_dataset\Russian Blue\russianblue_452.jpg,Russian Blue
project_results\raw_dataset\Maine Coon\mainecoon_52.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_431.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_206.jpg,Bombay
project_results\raw_dataset\Bombay\bombay_410.jpg,Bombay
project_results\raw_dataset\Abyssinian\abys_161.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_130.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_239.jpg,Sphynx
project_results\raw_dataset\Abyssinian\abys_385.jpg,Abyssinian
project_results\raw_dataset\Exotic Shorthair\exotic_2.jpg,Exotic Shorthair
project_results\raw_dataset\Exotic Shorthair\exotic_465.jpg,Exotic Shorthair
project_results\raw_dataset\Scottish Fold\scottish_157.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_172.jpg,Abyssinian
project_results\raw_dataset\Scottish Fold\scottish_8.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_140.jpg,Himalayan
project_results\raw_dataset\Bombay\bombay_495.jpg,Bombay
project_results\raw_dataset\Scottish Fold\scottish_351.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_410.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_382.jpg,Himalayan
project_results\raw_dataset\Abyssinian\abys_0.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_35.jpg,Egyptian Mau
project_results\raw_dataset\Exotic Shorthair\exotic_23.jpg,Exotic Shorthair
project_results\raw_dataset\Exotic Shorthair\exotic_310.jpg,Exotic Shorthair
project_results\raw_dataset\Sphynx\sphynx_451.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_144.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_398.jpg,Scottish Fold
project_results\raw_dataset\Maine Coon\mainecoon_39.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_114.jpg,Scottish Fold
project_results\raw_dataset\Maine Coon\mainecoon_207.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_447.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_422.jpg,Exotic Shorthair
project_results\raw_dataset\Abyssinian\abys_365.jpg,Abyssinian
project_results\raw_dataset\Scottish Fold\scottish_72.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_251.jpg,Abyssinian
project_results\raw_dataset\Siamese\siamese_187.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_133.jpg,Siamese
project_results\raw_dataset\Abyssinian\abys_354.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_237.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_283.jpg,Exotic Shorthair
project_results\raw_dataset\Himalayan\himalayan_495.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_451.jpg,Exotic Shorthair
